Indicator Code: CG0010
"Indicator Name: Communicable, maternal, perinatal and nutritional conditions"
Export date: 11/7/2023 4:28:38 AM
Source location: "WHO Mortality Database portal"
"Indicator metadata: A00-B99, D50-D53, D64.9, E00-E02, E40-E46, E50-E64, G00-G04, G14, H65-H66, J00-J22, N70-N73, O00-O99, P00-P96, U04, U07.1, U07.2, U09.9, U10.9"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,IRL,Ireland,2000,Male,Age01_04,[1-4],8.00000000,27.58620690,,7.30060230,
EU,Europe,IRL,Ireland,1954,Male,Age00,[0],1039.00000000,74.53371593,,3384.36482080,
EU,Europe,IRL,Ireland,1956,Male,Age01_04,[1-4],99.00000000,47.82608696,,81.88585608,
EU,Europe,IRL,Ireland,1977,Male,Age01_04,[1-4],24.00000000,23.76237624,,17.40391588,
EU,Europe,IRL,Ireland,1958,Female,Age01_04,[1-4],49.00000000,38.58267717,,41.49026249,
EU,Europe,IRL,Ireland,2004,Male,Age00,[0],69.00000000,45.09803922,,219.36099189,
EU,Europe,IRL,Ireland,2005,Male,Age00,[0],43.00000000,39.09090909,,136.53827835,
EU,Europe,IRL,Ireland,2006,Male,Age00,[0],75.00000000,48.38709677,,239.82348991,
EU,Europe,IRL,Ireland,2006,Female,Age00,[0],40.00000000,40.00000000,,134.21467637,
EU,Europe,IRL,Ireland,1989,Female,Age01_04,[1-4],6.00000000,15.00000000,,5.16351119,
EU,Europe,IRL,Ireland,2007,Male,Age01_04,[1-4],3.00000000,9.67741935,,2.36607988,
EU,Europe,IRL,Ireland,1990,All,Age00,[0],156.00000000,35.94470046,,307.08661417,
EU,Europe,IRL,Ireland,2009,All,Age00,[0],99.00000000,41.25000000,,134.71403884,
EU,Europe,IRL,Ireland,1978,Male,Age01_04,[1-4],34.00000000,31.19266055,,24.47804176,
EU,Europe,IRL,Ireland,2009,Female,Age00,[0],36.00000000,36.00000000,,100.75284767,
EU,Europe,IRL,Ireland,2010,All,Age01_04,[1-4],4.00000000,8.88888889,,1.43954798,
EU,Europe,IRL,Ireland,2010,Male,Age01_04,[1-4],3.00000000,11.11111111,,2.10533703,
EU,Europe,IRL,Ireland,1992,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,IRL,Ireland,1993,Female,Age01_04,[1-4],3.00000000,10.34482759,,2.89575290,
EU,Europe,IRL,Ireland,2013,Female,Age01_04,[1-4],2.00000000,10.00000000,,1.38289634,
EU,Europe,IRL,Ireland,2014,All,Age00,[0],101.00000000,45.08928571,,146.67228184,
EU,Europe,IRL,Ireland,2014,Male,Age00,[0],54.00000000,41.53846154,,152.45623941,
AS,Asia,ISR,Israel,1975,All,Age00,[0],1476.00000000,67.33576642,,1588.80516680,
AS,Asia,ISR,Israel,1977,Male,Age00,[0],586.00000000,62.87553648,,1193.48268840,
EU,Europe,IRL,Ireland,1994,All,Age00,[0],103.00000000,37.18411552,,202.35756385,
AS,Asia,ISR,Israel,1978,Male,Age00,[0],513.00000000,57.96610169,,1075.47169810,
AS,Asia,ISR,Israel,1978,Female,Age00,[0],402.00000000,56.54008439,,887.41721854,
AS,Asia,ISR,Israel,1979,All,Age01_04,[1-4],51.00000000,18.41155235,,13.41046542,
AS,Asia,ISR,Israel,1980,Male,Age00,[0],456.00000000,54.80769231,,950.00000000,
AS,Asia,ISR,Israel,1981,All,Age00,[0],800.00000000,56.37773080,,860.21505376,
EU,Europe,IRL,Ireland,1963,Male,Age01_04,[1-4],41.00000000,33.60655738,,32.69537480,
AS,Asia,ISR,Israel,1983,Male,Age00,[0],355.00000000,49.58100559,,755.31914894,
EU,Europe,IRL,Ireland,1975,Female,Age00,[0],281.00000000,55.20628684,,848.94259819,
EU,Europe,IRL,Ireland,1995,All,Age00,[0],142.00000000,45.65916399,,294.60580913,
AS,Asia,ISR,Israel,1986,Male,Age01_04,[1-4],13.00000000,11.60714286,,6.53266332,
EU,Europe,IRL,Ireland,1997,Female,Age00,[0],73.00000000,46.49681529,,299.00876546,
EU,Europe,IRL,Ireland,1981,Male,Age00,[0],187.00000000,44.73684211,,496.02122016,
EU,Europe,IRL,Ireland,1998,All,Age01_04,[1-4],13.00000000,22.41379310,,6.46550652,
EU,Europe,IRL,Ireland,1982,Female,Age01_04,[1-4],11.00000000,13.75000000,,7.80141844,
EU,Europe,IRL,Ireland,1999,All,Age01_04,[1-4],10.00000000,13.51351351,,4.84416327,
EU,Europe,IRL,Ireland,1974,Male,Age00,[0],472.00000000,64.39290587,,1376.09329450,
EU,Europe,IRL,Ireland,1985,Male,Age00,[0],112.00000000,36.48208469,,348.90965732,
EU,Europe,IRL,Ireland,1986,Female,Age01_04,[1-4],4.00000000,8.33333333,,3.12744332,
EU,Europe,IRL,Ireland,2001,Female,Age01_04,[1-4],5.00000000,15.15151515,,4.71124763,
EU,Europe,IRL,Ireland,2009,Male,Age00,[0],63.00000000,45.00000000,,166.85205784,
EU,Europe,IRL,Ireland,2013,Male,Age01_04,[1-4],1.00000000,3.84615385,,0.66701351,
AS,Asia,ISR,Israel,1993,Male,Age00,[0],226.00000000,46.88796680,,395.79684764,
AS,Asia,ISR,Israel,1993,Female,Age00,[0],163.00000000,41.37055838,,301.29390018,
AS,Asia,ISR,Israel,1994,All,Age01_04,[1-4],14.00000000,9.21052632,,3.17388347,
AS,Asia,ISR,Israel,1978,All,Age01_04,[1-4],58.00000000,18.77022654,,15.45430322,
AS,Asia,ISR,Israel,1981,Male,Age01_04,[1-4],19.00000000,16.81415929,,9.79381443,
AS,Asia,ISR,Israel,1983,Female,Age01_04,[1-4],16.00000000,14.03508772,,9.19540230,
AS,Asia,ISR,Israel,1984,All,Age01_04,[1-4],41.00000000,14.80144404,,10.95963646,
AS,Asia,ISR,Israel,1986,Female,Age00,[0],249.00000000,48.82352941,,516.59751037,
AS,Asia,ISR,Israel,2000,Male,Age01_04,[1-4],7.00000000,8.04597701,,2.66271064,
AS,Asia,ISR,Israel,1987,All,Age00,[0],564.00000000,51.31938126,,570.85020243,
AS,Asia,ISR,Israel,2001,All,Age00,[0],350.00000000,50.00000000,,257.26497925,
AS,Asia,ISR,Israel,1987,Female,Age01_04,[1-4],18.00000000,19.14893617,,9.44881890,
AS,Asia,ISR,Israel,1988,Female,Age01_04,[1-4],10.00000000,11.11111111,,5.20020801,
AS,Asia,ISR,Israel,1989,Female,Age01_04,[1-4],18.00000000,20.22471910,,9.28792570,
AS,Asia,ISR,Israel,2004,All,Age00,[0],332.00000000,49.47839046,,230.93965310,
AS,Asia,ISR,Israel,1990,All,Age00,[0],500.00000000,48.73294347,,492.61083744,
AS,Asia,ISR,Israel,1991,All,Age00,[0],460.00000000,47.13114754,,437.67840152,
AS,Asia,ISR,Israel,1991,Male,Age00,[0],259.00000000,48.14126394,,481.41263941,
AS,Asia,ISR,Israel,1992,Male,Age00,[0],281.00000000,51.27737226,,507.22021661,
AS,Asia,ISR,Israel,1994,Female,Age00,[0],183.00000000,45.52238806,,331.52173913,
AS,Asia,ISR,Israel,2007,Female,Age00,[0],119.00000000,43.75000000,,163.75620966,
AS,Asia,ISR,Israel,1997,Male,Age01_04,[1-4],12.00000000,11.21495327,,4.95049505,
AS,Asia,GEO,Georgia,2005,All,Age00,[0],889.00000000,97.05240175,,1883.47457630,
EU,Europe,DEU,Germany,2004,Male,Age00,[0],809.00000000,49.66236955,,223.54859211,
CSA,Central and South America,GUF,French Guiana,1978,Male,Age00,[0],25.00000000,73.52941176,,3424.65753420,
AS,Asia,GEO,Georgia,2005,All,Age01_04,[1-4],29.00000000,45.31250000,,15.91657519,
CSA,Central and South America,GUF,French Guiana,1978,Male,Age01_04,[1-4],2.00000000,22.22222222,,64.99837504,
AS,Asia,GEO,Georgia,2005,Male,Age00,[0],473.00000000,98.13278008,,1899.59839360,
EU,Europe,DEU,Germany,2005,Male,Age00,[0],755.00000000,48.99415964,,211.72300462,
EU,Europe,DEU,Germany,2005,Male,Age01_04,[1-4],46.00000000,13.60946746,,3.07467517,
EU,Europe,DEU,Germany,2006,All,Age01_04,[1-4],72.00000000,13.63636364,,2.51976352,
EU,Europe,DEU,Germany,2006,Male,Age01_04,[1-4],43.00000000,14.23841060,,2.93383586,
EU,Europe,DEU,Germany,2010,Female,Age00,[0],521.00000000,50.68093385,,159.14714238,
AS,Asia,GEO,Georgia,2005,Male,Age01_04,[1-4],11.00000000,35.48387097,,11.48225470,
AS,Asia,GEO,Georgia,2006,All,Age00,[0],676.00000000,89.77423639,,1453.76344090,
AS,Asia,GEO,Georgia,2006,All,Age01_04,[1-4],14.00000000,24.56140351,,7.56756757,
AS,Asia,GEO,Georgia,2014,All,Age00,[0],400.00000000,69.20415225,,671.14093960,
EU,Europe,DEU,Germany,2012,Male,Age00,[0],621.00000000,51.44987572,,181.04850701,
EU,Europe,DEU,Germany,2012,Male,Age01_04,[1-4],27.00000000,11.20331950,,1.92169588,
EU,Europe,DEU,Germany,2012,Female,Age01_04,[1-4],26.00000000,14.20765027,,1.94683348,
AS,Asia,GEO,Georgia,2014,All,Age01_04,[1-4],15.00000000,18.51851852,,7.62195122,
AS,Asia,ISR,Israel,1999,Female,Age00,[0],173.00000000,49.00849858,,271.58555730,
AS,Asia,ISR,Israel,2010,Female,Age00,[0],142.00000000,50.17667845,,179.37672903,
AS,Asia,ISR,Israel,1995,All,Age01_04,[1-4],11.00000000,6.01092896,,2.43740306,
AS,Asia,ISR,Israel,1995,Male,Age01_04,[1-4],7.00000000,7.14285714,,3.02375810,
AS,Asia,ISR,Israel,1996,Male,Age01_04,[1-4],8.00000000,8.24742268,,3.37980566,
AS,Asia,ISR,Israel,2012,Male,Age00,[0],166.00000000,49.55223881,,192.94994585,
AS,Asia,ISR,Israel,2013,All,Age01_04,[1-4],13.00000000,9.62962963,,1.96138353,
AS,Asia,ISR,Israel,2013,Female,Age00,[0],107.00000000,44.03292181,,128.70014864,
AS,Asia,ISR,Israel,1997,Female,Age01_04,[1-4],4.00000000,5.19480519,,1.73988691,
EU,Europe,ITA,Italy,1951,All,Age01_04,[1-4],10391.00000000,66.72445900,,297.57438644,
AS,Asia,ISR,Israel,2005,Male,Age01_04,[1-4],8.00000000,8.42105263,,2.75805957,
AS,Asia,ISR,Israel,2000,Female,Age01_04,[1-4],6.00000000,8.10810811,,2.40838117,
AS,Asia,ISR,Israel,2001,Male,Age00,[0],203.00000000,55.61643836,,290.25500976,
AS,Asia,ISR,Israel,2002,Female,Age00,[0],175.00000000,50.28735632,,261.00898617,
AS,Asia,ISR,Israel,2003,Female,Age01_04,[1-4],4.00000000,5.97014925,,1.50690350,
AS,Asia,ISR,Israel,2004,Male,Age00,[0],173.00000000,49.57020057,,234.51585354,
AS,Asia,ISR,Israel,2005,All,Age01_04,[1-4],16.00000000,9.93788820,,2.82791934,
AS,Asia,ISR,Israel,2006,Female,Age01_04,[1-4],4.00000000,5.40540541,,1.43010880,
AS,Asia,ISR,Israel,2007,Male,Age00,[0],152.00000000,47.64890282,,198.44896467,
EU,Europe,IRL,Ireland,1966,Female,Age00,[0],427.00000000,64.89361702,,1372.99035370,
AS,Asia,ISR,Israel,2008,All,Age01_04,[1-4],18.00000000,12.00000000,,3.05308811,
AS,Asia,ISR,Israel,2011,Female,Age01_04,[1-4],6.00000000,8.21917808,,1.95374827,
AS,Asia,ISR,Israel,2012,All,Age00,[0],284.00000000,46.48117840,,168.91352277,
AS,Asia,ISR,Israel,2014,Female,Age01_04,[1-4],4.00000000,6.45161290,,1.21377110,
AS,Asia,ISR,Israel,2008,Male,Age01_04,[1-4],10.00000000,11.76470588,,3.30493294,
EU,Europe,ITA,Italy,1952,Male,Age01_04,[1-4],4664.00000000,64.10115448,,264.41408243,
AS,Asia,ISR,Israel,2011,Male,Age01_04,[1-4],8.00000000,12.90322581,,2.48239824,
EU,Europe,ITA,Italy,1954,Male,Age00,[0],21838.00000000,85.32135183,,5143.19359400,
EU,Europe,ITA,Italy,1954,Female,Age01_04,[1-4],2779.00000000,61.05008787,,175.03306670,
EU,Europe,ITA,Italy,1955,All,Age01_04,[1-4],4905.00000000,57.41542784,,152.46176800,
EU,Europe,ITA,Italy,1955,Female,Age00,[0],17147.00000000,86.55729430,,4158.86490420,
EU,Europe,ITA,Italy,1956,All,Age00,[0],37248.00000000,87.45920308,,4411.70200170,
EU,Europe,ITA,Italy,1952,Female,Age00,[0],20823.00000000,85.88929220,,5212.26533170,
EU,Europe,ITA,Italy,1956,Male,Age01_04,[1-4],2472.00000000,57.82456140,,150.42901479,
EU,Europe,ITA,Italy,1957,Male,Age00,[0],21311.00000000,87.21149124,,4920.57261600,
EU,Europe,ITA,Italy,1958,All,Age01_04,[1-4],4992.00000000,61.25153374,,152.46006780,
EU,Europe,IRL,Ireland,2004,All,Age00,[0],132.00000000,45.99303136,,214.21268723,
EU,Europe,ITA,Italy,1970,Female,Age01_04,[1-4],751.00000000,44.54329775,,42.02338985,
EU,Europe,ITA,Italy,1959,Male,Age01_04,[1-4],2180.00000000,55.94046703,,129.66157140,
EU,Europe,ITA,Italy,1953,All,Age00,[0],42413.00000000,86.42309887,,5178.63247860,
EU,Europe,ITA,Italy,1957,Female,Age01_04,[1-4],2572.00000000,63.77386561,,161.80171112,
EU,Europe,ITA,Italy,1963,All,Age00,[0],32949.00000000,85.46638307,,3553.21902300,
EU,Europe,ITA,Italy,1961,Male,Age00,[0],18042.00000000,84.94350282,,3990.71001990,
EU,Europe,ITA,Italy,1976,Male,Age00,[0],6778.00000000,77.96181274,,1628.15277440,
EU,Europe,ITA,Italy,1976,Female,Age00,[0],5060.00000000,77.18120805,,1281.98631870,
EU,Europe,ITA,Italy,1964,Male,Age00,[0],17410.00000000,85.03467813,,3517.88240050,
EU,Europe,ITA,Italy,1964,Female,Age01_04,[1-4],1224.00000000,50.04088307,,71.49115122,
EU,Europe,ITA,Italy,1965,All,Age01_04,[1-4],2243.00000000,44.81518482,,62.06419480,
EU,Europe,ITA,Italy,1966,Male,Age01_04,[1-4],996.00000000,40.20993137,,52.58711721,
EU,Europe,ITA,Italy,1967,All,Age00,[0],26467.00000000,83.99289137,,2827.06686610,
EU,Europe,ITA,Italy,1959,Female,Age00,[0],15675.00000000,85.79638752,,3734.81057900,
EU,Europe,ITA,Italy,1980,Male,Age00,[0],3791.00000000,69.80298288,,1112.38262910,
EU,Europe,ITA,Italy,1960,All,Age00,[0],34288.00000000,85.82728411,,3907.90973330,
EU,Europe,ITA,Italy,1961,Female,Age01_04,[1-4],1543.00000000,54.36927414,,94.92463857,
EU,Europe,ITA,Italy,1962,All,Age01_04,[1-4],3294.00000000,52.81385281,,98.08826157,
EU,Europe,ITA,Italy,1983,Female,Age00,[0],2200.00000000,67.15506716,,735.53995319,
EU,Europe,ITA,Italy,1984,All,Age01_04,[1-4],145.00000000,15.39278132,,5.81418662,
AS,Asia,GEO,Georgia,2014,Male,Age00,[0],225.00000000,71.20253165,,732.89902280,
EU,Europe,DEU,Germany,2013,Male,Age00,[0],646.00000000,50.94637224,,185.63005023,
EU,Europe,DEU,Germany,2013,Male,Age01_04,[1-4],26.00000000,10.61224490,,1.87909064,
EU,Europe,GRC,Greece,1961,All,Age01_04,[1-4],485.00000000,46.85990338,,81.82891851,
EU,Europe,GRC,Greece,1961,Male,Age00,[0],2664.00000000,81.31868132,,3276.75276750,
EU,Europe,GRC,Greece,1961,Female,Age00,[0],2250.00000000,82.41758242,,2945.02617800,
EU,Europe,GRC,Greece,1961,Female,Age01_04,[1-4],223.00000000,48.37310195,,77.29636049,
AS,Asia,GEO,Georgia,2014,Male,Age01_04,[1-4],9.00000000,21.95121951,,8.84086444,
EU,Europe,DEU,Germany,1991,Male,Age00,[0],1327.00000000,40.46965538,,297.26702509,
EU,Europe,DEU,Germany,1991,Male,Age01_04,[1-4],100.00000000,12.01923077,,5.38358008,
EU,Europe,DEU,Germany,1993,All,Age01_04,[1-4],118.00000000,9.90764064,,3.29627353,
EU,Europe,GRC,Greece,1965,Female,Age01_04,[1-4],153.00000000,45.00000000,,53.75966268,
EU,Europe,DEU,Germany,1993,Female,Age00,[0],754.00000000,38.11931244,,192.19984706,
EU,Europe,DEU,Germany,1993,Female,Age01_04,[1-4],55.00000000,10.65891473,,3.15457413,
EU,Europe,GRC,Greece,1966,Female,Age00,[0],1932.00000000,82.84734134,,2596.77419350,
EU,Europe,GRC,Greece,1967,All,Age00,[0],4624.00000000,82.71914132,,2890.00000000,
EU,Europe,GRC,Greece,1968,Male,Age00,[0],2390.00000000,80.09383378,,2869.14765910,
EU,Europe,GRC,Greece,1968,Male,Age01_04,[1-4],131.00000000,36.38888889,,42.65711495,
EU,Europe,DEU,Germany,1996,Male,Age00,[0],947.00000000,41.68133803,,236.15960100,
EU,Europe,DEU,Germany,1996,Male,Age01_04,[1-4],37.00000000,7.80590717,,2.23052809,
EU,Europe,DEU,Germany,1998,All,Age01_04,[1-4],88.00000000,10.45130641,,2.78445766,
EU,Europe,DEU,Germany,1998,Male,Age00,[0],941.00000000,45.04547630,,229.84855887,
EU,Europe,GRC,Greece,1971,All,Age00,[0],2864.00000000,75.42796945,,1656.44881430,
EU,Europe,DEU,Germany,2003,Female,Age00,[0],628.00000000,48.68217054,,181.04556698,
EU,Europe,DEU,Germany,2003,Female,Age01_04,[1-4],41.00000000,13.71237458,,2.76044458,
EU,Europe,GRC,Greece,1974,All,Age01_04,[1-4],136.00000000,30.15521064,,24.22083704,
EU,Europe,DEU,Germany,2004,Female,Age00,[0],680.00000000,52.75407292,,197.88553486,
EU,Europe,DEU,Germany,2004,Female,Age01_04,[1-4],36.00000000,12.41379310,,2.47549092,
EU,Europe,DEU,Germany,2005,All,Age00,[0],1318.00000000,48.88724036,,189.54047221,
EU,Europe,DEU,Germany,2005,All,Age01_04,[1-4],84.00000000,13.95348837,,2.87895634,
EU,Europe,DEU,Germany,2011,Female,Age00,[0],552.00000000,52.02639020,,168.86207762,
EU,Europe,DEU,Germany,2011,Female,Age01_04,[1-4],25.00000000,12.07729469,,1.87478393,
EU,Europe,GRC,Greece,1979,All,Age01_04,[1-4],76.00000000,21.65242165,,13.49431818,
EU,Europe,GRC,Greece,1981,Male,Age00,[0],810.00000000,61.87929717,,1097.56097560,
EU,Europe,DEU,Germany,2013,All,Age00,[0],1137.00000000,50.53333333,,167.57973302,
EU,Europe,DEU,Germany,2013,All,Age01_04,[1-4],52.00000000,11.98156682,,1.92867035,
EU,Europe,DEU,Germany,1990,All,Age00,[0],2631.00000000,41.20595145,,298.43466425,
EU,Europe,DEU,Germany,1990,All,Age01_04,[1-4],191.00000000,12.77591973,,5.41997730,
EU,Europe,IRL,Ireland,1953,Female,Age00,[0],739.00000000,70.11385199,,2522.18430030,
EU,Europe,IRL,Ireland,1954,All,Age00,[0],1746.00000000,73.85786802,,2900.33222590,
EU,Europe,ISL,Iceland,1974,All,Age01_04,[1-4],1.00000000,8.33333333,,5.91715976,
EU,Europe,ISL,Iceland,1976,Male,Age00,[0],9.00000000,64.28571429,,409.09090909,
EU,Europe,ISL,Iceland,1976,Male,Age01_04,[1-4],4.00000000,44.44444444,,45.45454546,
EU,Europe,ISL,Iceland,1960,All,Age00,[0],37.00000000,57.81250000,,770.83333333,
EU,Europe,ISL,Iceland,1960,All,Age01_04,[1-4],7.00000000,30.43478261,,38.04347826,
EU,Europe,ISL,Iceland,2000,Female,Age00,[0],3.00000000,100.00000000,,141.04372355,
EU,Europe,IRL,Ireland,1962,Male,Age00,[0],732.00000000,70.58823529,,2392.15686270,
EU,Europe,ISL,Iceland,2001,All,Age00,[0],8.00000000,72.72727273,,191.06759016,
EU,Europe,ISL,Iceland,2001,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,ISL,Iceland,1972,Female,Age00,[0],19.00000000,86.36363636,,904.76190476,
EU,Europe,IRL,Ireland,1963,All,Age00,[0],1051.00000000,62.48513674,,1706.16883120,
EU,Europe,IRL,Ireland,1963,All,Age01_04,[1-4],74.00000000,32.17391304,,30.10577706,
EU,Europe,IRL,Ireland,1966,Male,Age01_04,[1-4],42.00000000,33.33333333,,32.63403263,
EU,Europe,ISL,Iceland,1972,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,IRL,Ireland,1962,Female,Age00,[0],480.00000000,62.90956750,,1632.65306120,
EU,Europe,IRL,Ireland,1962,Female,Age01_04,[1-4],49.00000000,40.83333333,,41.07292540,
EU,Europe,ISL,Iceland,2007,Female,Age00,[0],1.00000000,50.00000000,,46.94835681,
EU,Europe,ISL,Iceland,2007,Female,Age01_04,[1-4],1.00000000,25.00000000,,11.80358829,
EU,Europe,ISL,Iceland,2008,Female,Age00,[0],4.00000000,80.00000000,,174.74879860,
EU,Europe,ISL,Iceland,2008,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,ISL,Iceland,2009,All,Age00,[0],4.00000000,44.44444444,,81.46639511,
EU,Europe,ISL,Iceland,2009,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,IRL,Ireland,1952,Male,Age00,[0],1126.00000000,75.16688919,,3563.29113920,
EU,Europe,IRL,Ireland,1972,Male,Age00,[0],462.00000000,65.43909348,,1354.83870970,
EU,Europe,IRL,Ireland,1952,Male,Age01_04,[1-4],169.00000000,58.27586207,,132.96616837,
EU,Europe,IRL,Ireland,1952,Female,Age00,[0],902.00000000,76.70068027,,2957.37704920,
EU,Europe,IRL,Ireland,1973,Female,Age00,[0],295.00000000,56.62188100,,888.55421687,
EU,Europe,IRL,Ireland,1952,Female,Age01_04,[1-4],142.00000000,61.47186147,,117.25846408,
EU,Europe,IRL,Ireland,1953,All,Age00,[0],1758.00000000,71.37637028,,2925.12479200,
EU,Europe,IRL,Ireland,1953,All,Age01_04,[1-4],269.00000000,56.27615063,,108.42402257,
EU,Europe,IRL,Ireland,1967,Male,Age00,[0],589.00000000,68.48837209,,1774.09638550,
EU,Europe,IRL,Ireland,1977,Male,Age00,[0],338.00000000,56.99831366,,968.48137536,
EU,Europe,IRL,Ireland,1967,Male,Age01_04,[1-4],36.00000000,29.75206612,,28.12500000,
EU,Europe,IRL,Ireland,1957,Male,Age00,[0],888.00000000,75.70332481,,2940.39735100,
EU,Europe,IRL,Ireland,1978,Female,Age00,[0],219.00000000,46.59574468,,642.22873900,
EU,Europe,IRL,Ireland,1957,Male,Age01_04,[1-4],91.00000000,48.92473118,,74.71264368,
EU,Europe,IRL,Ireland,1963,Male,Age00,[0],644.00000000,65.78140960,,2044.44444440,
EU,Europe,IRL,Ireland,1983,All,Age01_04,[1-4],41.00000000,25.46583851,,14.32064268,
EU,Europe,IRL,Ireland,2013,All,Age00,[0],106.00000000,43.26530612,,148.87431356,
EU,Europe,IRL,Ireland,1983,Male,Age00,[0],166.00000000,44.62365591,,462.39554318,
EU,Europe,IRL,Ireland,2014,All,Age01_04,[1-4],4.00000000,10.00000000,,1.37654776,
EU,Europe,IRL,Ireland,1986,Male,Age01_04,[1-4],16.00000000,24.24242424,,11.83431953,
AS,Asia,ISR,Israel,1975,All,Age01_04,[1-4],108.00000000,30.94555874,,31.36799303,
EU,Europe,IRL,Ireland,1986,Female,Age00,[0],81.00000000,33.89121339,,270.90301003,
EU,Europe,IRL,Ireland,1989,Female,Age00,[0],56.00000000,32.18390805,,219.60784314,
EU,Europe,IRL,Ireland,1990,All,Age01_04,[1-4],17.00000000,19.31818182,,7.45941202,
AS,Asia,ISR,Israel,1978,Male,Age01_04,[1-4],31.00000000,17.41573034,,16.10389610,
EU,Europe,IRL,Ireland,1982,Female,Age00,[0],133.00000000,39.82035928,,384.39306358,
EU,Europe,IRL,Ireland,1998,Female,Age01_04,[1-4],5.00000000,20.00000000,,5.13811246,
EU,Europe,IRL,Ireland,2002,All,Age01_04,[1-4],7.00000000,11.86440678,,3.13717054,
AS,Asia,ISR,Israel,1980,Male,Age01_04,[1-4],18.00000000,13.43283582,,9.21187308,
AS,Asia,ISR,Israel,1980,Female,Age00,[0],325.00000000,54.62184874,,715.85903084,
AS,Asia,ISR,Israel,1981,All,Age01_04,[1-4],41.00000000,19.80676329,,10.85517607,
EU,Europe,IRL,Ireland,2003,Female,Age00,[0],46.00000000,34.58646617,,156.09093994,
AS,Asia,ISR,Israel,1983,Male,Age01_04,[1-4],17.00000000,14.28571429,,9.21908894,
AS,Asia,ISR,Israel,1983,Female,Age00,[0],318.00000000,51.20772947,,709.82142857,
AS,Asia,ISR,Israel,1984,All,Age00,[0],605.00000000,47.97779540,,617.34693878,
AS,Asia,ISR,Israel,1984,Male,Age01_04,[1-4],20.00000000,13.98601399,,10.38961039,
AS,Asia,ISR,Israel,1986,Male,Age00,[0],310.00000000,49.44178628,,612.64822134,
AS,Asia,ISR,Israel,1986,Female,Age01_04,[1-4],18.00000000,19.78021978,,9.58977091,
AS,Asia,ISR,Israel,1987,All,Age01_04,[1-4],32.00000000,15.45893720,,8.16326531,
AS,Asia,ISR,Israel,1987,Female,Age00,[0],240.00000000,50.95541401,,496.89440994,
EU,Europe,IRL,Ireland,2004,All,Age01_04,[1-4],14.00000000,30.43478261,,6.10120150,
AS,Asia,ISR,Israel,1989,All,Age01_04,[1-4],28.00000000,14.28571429,,7.04757111,
AS,Asia,ISR,Israel,1989,Female,Age00,[0],227.00000000,48.09322034,,465.16393443,
AS,Asia,ISR,Israel,1990,All,Age01_04,[1-4],29.00000000,14.50000000,,7.20317933,
EU,Europe,IRL,Ireland,2006,Female,Age01_04,[1-4],2.00000000,11.11111111,,1.69645356,
AS,Asia,ISR,Israel,1991,Male,Age01_04,[1-4],6.00000000,5.66037736,,2.80373832,
AS,Asia,ISR,Israel,1992,Male,Age01_04,[1-4],13.00000000,14.94252874,,5.95510765,
AS,Asia,ISR,Israel,1993,Female,Age01_04,[1-4],13.00000000,12.62135922,,6.15821885,
AS,Asia,ISR,Israel,1994,All,Age00,[0],413.00000000,47.85631518,,363.87665198,
AS,Asia,ISR,Israel,1994,Female,Age01_04,[1-4],7.00000000,9.58904110,,3.25581395,
AS,Asia,ISR,Israel,1995,All,Age00,[0],403.00000000,50.43804756,,348.31460674,
EU,Europe,IRL,Ireland,1994,Female,Age00,[0],40.00000000,34.48275862,,161.29032258,
AS,Asia,ISR,Israel,1996,Male,Age00,[0],208.00000000,50.24154589,,337.66233766,
AS,Asia,ISR,Israel,1997,Male,Age00,[0],179.00000000,43.02884615,,283.22784810,
EU,Europe,IRL,Ireland,2007,All,Age00,[0],87.00000000,37.82608696,,132.83456752,
AS,Asia,ISR,Israel,1998,Female,Age00,[0],156.00000000,47.27272727,,251.61290323,
AS,Asia,ISR,Israel,1999,Female,Age01_04,[1-4],4.00000000,5.33333333,,1.65357586,
EU,Europe,IRL,Ireland,2008,Female,Age00,[0],55.00000000,45.08196721,,156.23668437,
AS,Asia,ISR,Israel,2000,Male,Age00,[0],216.00000000,49.20273349,,313.73916075,
AS,Asia,ISR,Israel,2001,All,Age01_04,[1-4],11.00000000,6.62650602,,2.09309915,
AS,Asia,ISR,Israel,2001,Male,Age01_04,[1-4],7.00000000,7.21649485,,2.59375978,
AS,Asia,ISR,Israel,2002,Female,Age01_04,[1-4],10.00000000,13.88888889,,3.82802960,
AS,Asia,ISR,Israel,2003,Female,Age00,[0],169.00000000,50.75075075,,244.82109228,
AS,Asia,ISR,Israel,2004,All,Age01_04,[1-4],15.00000000,9.93377483,,2.70134230,
AS,Asia,ISR,Israel,2004,Male,Age01_04,[1-4],8.00000000,9.63855422,,2.80961521,
AS,Asia,ISR,Israel,2005,All,Age00,[0],284.00000000,45.22292994,,197.93285616,
