Indicator Code: CG0010
"Indicator Name: Communicable, maternal, perinatal and nutritional conditions"
Export date: 11/7/2023 4:28:38 AM
Source location: "WHO Mortality Database portal"
"Indicator metadata: A00-B99, D50-D53, D64.9, E00-E02, E40-E46, E50-E64, G00-G04, G14, H65-H66, J00-J22, N70-N73, O00-O99, P00-P96, U04, U07.1, U07.2, U09.9, U10.9"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,BLR,Belarus,2008,Male,Age00,[0],134.00000000,45.42372881,,247.00460829,
EU,Europe,BLR,Belarus,2010,All,Age00,[0],205.00000000,47.78554779,,189.30649183,
EU,Europe,BLR,Belarus,1994,Female,Age00,[0],370.00000000,57.09876543,,672.72727273,
EU,Europe,BLR,Belarus,2010,Female,Age01_04,[1-4],4.00000000,5.71428571,,2.05349351,
EU,Europe,BLR,Belarus,2011,Male,Age00,[0],128.00000000,53.33333333,,229.67056628,
EU,Europe,BLR,Belarus,2014,All,Age00,[0],205.00000000,50.12224939,,173.21796735,
EU,Europe,BLR,Belarus,1994,Female,Age01_04,[1-4],25.00000000,15.15151515,,9.47687642,
EU,Europe,BLR,Belarus,1996,Female,Age00,[0],269.00000000,54.12474849,,571.12526539,
EU,Europe,BEL,Belgium,1954,Male,Age01_04,[1-4],176.00000000,36.51452282,,62.50000000,
EU,Europe,BLR,Belarus,1996,Female,Age01_04,[1-4],22.00000000,14.01273885,,9.62379703,
EU,Europe,BLR,Belarus,1998,Female,Age00,[0],194.00000000,48.01980198,,442.92237443,
EU,Europe,BLR,Belarus,1998,Female,Age01_04,[1-4],21.00000000,17.21311475,,10.62753036,
EU,Europe,BLR,Belarus,2000,Female,Age00,[0],153.00000000,42.61838440,,340.21168727,
EU,Europe,BLR,Belarus,2000,Female,Age01_04,[1-4],25.00000000,20.16129032,,13.95058146,
EU,Europe,BLR,Belarus,2010,Female,Age00,[0],89.00000000,45.87628866,,169.59487785,
EU,Europe,BEL,Belgium,1959,Male,Age00,[0],1904.00000000,67.97572296,,2404.04040400,
EU,Europe,BLR,Belarus,2014,Female,Age00,[0],84.00000000,50.90909091,,146.56616415,
EU,Europe,BEL,Belgium,1959,Female,Age01_04,[1-4],95.00000000,26.98863636,,33.12412831,
EU,Europe,BEL,Belgium,1960,All,Age01_04,[1-4],184.00000000,28.70514821,,30.49892259,
EU,Europe,BEL,Belgium,1960,Male,Age00,[0],1963.00000000,69.60992908,,2469.18238990,
EU,Europe,BLR,Belarus,2014,Female,Age01_04,[1-4],4.00000000,9.75609756,,1.83517386,
EU,Europe,BEL,Belgium,1955,Male,Age00,[0],2507.00000000,70.67944742,,3387.83783780,
EU,Europe,BEL,Belgium,1955,Male,Age01_04,[1-4],208.00000000,40.00000000,,73.44632768,
EU,Europe,BEL,Belgium,1960,Female,Age00,[0],1366.00000000,68.16367265,,1802.11081790,
EU,Europe,BEL,Belgium,1960,Female,Age01_04,[1-4],75.00000000,25.77319588,,25.50153009,
EU,Europe,BEL,Belgium,1961,All,Age00,[0],2975.00000000,66.88399281,,1934.33029910,
EU,Europe,BEL,Belgium,1964,Female,Age01_04,[1-4],44.00000000,17.74193548,,14.60338533,
EU,Europe,BEL,Belgium,1961,All,Age01_04,[1-4],150.00000000,24.39024390,,24.67105263,
EU,Europe,BEL,Belgium,1956,All,Age00,[0],3931.00000000,66.49188092,,2688.78248970,
EU,Europe,BEL,Belgium,1965,Female,Age00,[0],1051.00000000,65.72858036,,1379.26509190,
EU,Europe,BEL,Belgium,1966,All,Age00,[0],2459.00000000,65.80144501,,1626.32275130,
EU,Europe,BEL,Belgium,1969,All,Age00,[0],1832.00000000,60.80318619,,1310.44349070,
EU,Europe,BEL,Belgium,1969,Male,Age01_04,[1-4],57.00000000,17.53846154,,18.66404715,
CSA,Central and South America,BLZ,Belize,1996,All,Age00,[0],71.00000000,73.19587629,,1029.88105600,
CSA,Central and South America,BLZ,Belize,1964,Female,Age00,[0],78.00000000,75.72815534,,4103.10362970,
CSA,Central and South America,BLZ,Belize,1975,Female,Age01_04,[1-4],23.00000000,67.64705882,,232.32323232,
CSA,Central and South America,BLZ,Belize,1973,Male,Age01_04,[1-4],12.00000000,25.53191489,,126.31578947,
CSA,Central and South America,BLZ,Belize,1982,Female,Age01_04,[1-4],8.00000000,33.33333333,,84.21052632,
CSA,Central and South America,BLZ,Belize,1983,Male,Age00,[0],52.00000000,63.41463415,,1857.14285710,
CSA,Central and South America,BLZ,Belize,1999,Female,Age00,[0],34.00000000,70.83333333,,926.17815309,
CSA,Central and South America,BLZ,Belize,1974,Female,Age01_04,[1-4],16.00000000,44.44444444,,166.66666667,
CSA,Central and South America,BLZ,Belize,2001,All,Age00,[0],72.00000000,59.50413223,,952.00317334,
CSA,Central and South America,BLZ,Belize,2001,Male,Age00,[0],42.00000000,56.75675676,,1097.75222160,
CSA,Central and South America,BLZ,Belize,1975,Male,Age01_04,[1-4],15.00000000,53.57142857,,148.51485149,
CSA,Central and South America,BLZ,Belize,1997,Male,Age01_04,[1-4],6.00000000,35.29411765,,44.11440335,
CSA,Central and South America,BLZ,Belize,2004,All,Age00,[0],77.00000000,66.95652174,,1039.69754250,
CSA,Central and South America,BLZ,Belize,1977,All,Age00,[0],154.00000000,71.62790698,,2655.17241380,
CSA,Central and South America,BLZ,Belize,2005,All,Age01_04,[1-4],12.00000000,31.57894737,,38.82615589,
EU,Europe,BEL,Belgium,1999,Female,Age01_04,[1-4],3.00000000,6.66666667,,1.32019011,
CSA,Central and South America,BLZ,Belize,2006,Female,Age01_04,[1-4],9.00000000,60.00000000,,59.43732664,
CSA,Central and South America,BLZ,Belize,1980,All,Age01_04,[1-4],59.00000000,63.44086022,,317.20430108,
CSA,Central and South America,BLZ,Belize,1980,Male,Age01_04,[1-4],31.00000000,70.45454545,,326.31578947,
EU,Europe,BEL,Belgium,2004,Female,Age01_04,[1-4],9.00000000,21.42857143,,4.00775724,
CSA,Central and South America,BLZ,Belize,2000,All,Age01_04,[1-4],7.00000000,19.44444444,,23.57934449,
CSA,Central and South America,BLZ,Belize,1984,Male,Age00,[0],61.00000000,70.11494253,,2259.25925930,
EU,Europe,BEL,Belgium,2009,Female,Age01_04,[1-4],5.00000000,10.63829787,,2.06241699,
EU,Europe,BEL,Belgium,2010,All,Age00,[0],217.00000000,46.66666667,,171.08977088,
CSA,Central and South America,BLZ,Belize,2011,Male,Age01_04,[1-4],3.00000000,30.00000000,,19.53252165,
CSA,Central and South America,BLZ,Belize,1989,All,Age00,[0],59.00000000,55.66037736,,948.09577374,
CSA,Central and South America,BLZ,Belize,2013,Female,Age00,[0],30.00000000,56.60377358,,782.06465068,
CSA,Central and South America,BLZ,Belize,2014,Female,Age01_04,[1-4],1.00000000,12.50000000,,6.68806849,
EU,Europe,BIH,Bosnia and Herzegovina,1985,Male,Age01_04,[1-4],16.00000000,14.15929204,,11.07266436,
EU,Europe,BIH,Bosnia and Herzegovina,1986,All,Age01_04,[1-4],24.00000000,11.37440758,,8.43288826,
EU,Europe,BIH,Bosnia and Herzegovina,1986,Female,Age00,[0],431.00000000,68.96000000,,1275.14792900,
CSA,Central and South America,BLZ,Belize,1990,Female,Age00,[0],25.00000000,71.42857143,,961.53846154,
EU,Europe,BIH,Bosnia and Herzegovina,1988,All,Age00,[0],946.00000000,71.12781955,,1361.15107910,
EU,Europe,BIH,Bosnia and Herzegovina,1988,Female,Age01_04,[1-4],18.00000000,22.22222222,,12.96829971,
EU,Europe,BIH,Bosnia and Herzegovina,1989,Male,Age01_04,[1-4],19.00000000,18.62745098,,13.04945055,
EU,Europe,BIH,Bosnia and Herzegovina,1990,All,Age01_04,[1-4],21.00000000,16.27906977,,7.37877723,
EU,Europe,BIH,Bosnia and Herzegovina,1990,Female,Age00,[0],311.00000000,70.04504505,,971.87500000,
EU,Europe,BIH,Bosnia and Herzegovina,1991,Male,Age00,[0],431.00000000,76.28318584,,1318.04281350,
EU,Europe,BIH,Bosnia and Herzegovina,2011,All,Age00,[0],124.00000000,67.39130435,,372.54018327,
CSA,Central and South America,BLZ,Belize,1993,All,Age01_04,[1-4],9.00000000,37.50000000,,35.15625000,
EU,Europe,BIH,Bosnia and Herzegovina,2014,All,Age01_04,[1-4],7.00000000,30.43478261,,5.05272883,
CSA,Central and South America,BLZ,Belize,1993,Female,Age00,[0],26.00000000,54.16666667,,928.57142857,
CSA,Central and South America,BLZ,Belize,1994,All,Age00,[0],51.00000000,59.30232558,,779.93577000,
CSA,Central and South America,BRA,Brazil,1981,All,Age01_04,[1-4],13062.00000000,42.84589648,,90.66237255,
CSA,Central and South America,BLZ,Belize,1994,Female,Age01_04,[1-4],1.00000000,14.28571429,,8.35770999,
CSA,Central and South America,BRA,Brazil,1982,All,Age00,[0],113912.00000000,69.76097594,,4054.24066630,
CSA,Central and South America,BRA,Brazil,1983,All,Age01_04,[1-4],11967.00000000,41.62290007,,81.11075716,
CSA,Central and South America,BRA,Brazil,1983,Female,Age00,[0],45248.00000000,67.89202815,,3591.39614260,
CSA,Central and South America,BRA,Brazil,1984,All,Age00,[0],103871.00000000,67.09232777,,4320.39763750,
CSA,Central and South America,BRA,Brazil,1984,Female,Age01_04,[1-4],6540.00000000,43.48982577,,86.17849754,
CSA,Central and South America,BRA,Brazil,1985,All,Age01_04,[1-4],9829.00000000,38.48322305,,63.02337809,
CSA,Central and South America,BLZ,Belize,2013,Female,Age01_04,[1-4],4.00000000,28.57142857,,26.99055331,
EU,Europe,BIH,Bosnia and Herzegovina,1988,Female,Age00,[0],412.00000000,70.79037801,,1229.85074630,
EU,Europe,BIH,Bosnia and Herzegovina,1989,Male,Age00,[0],506.00000000,74.08491947,,1505.95238100,
EU,Europe,BIH,Bosnia and Herzegovina,1990,All,Age00,[0],707.00000000,69.17808219,,1071.21212120,
EU,Europe,BIH,Bosnia and Herzegovina,1990,Female,Age01_04,[1-4],6.00000000,12.76595745,,4.29799427,
EU,Europe,BIH,Bosnia and Herzegovina,1991,Male,Age01_04,[1-4],5.00000000,6.57894737,,3.38983051,
EU,Europe,BIH,Bosnia and Herzegovina,2011,All,Age01_04,[1-4],1.00000000,3.70370370,,0.75108908,
EU,Europe,BIH,Bosnia and Herzegovina,1988,All,Age01_04,[1-4],34.00000000,18.57923497,,12.03113942,
EU,Europe,BIH,Bosnia and Herzegovina,2014,All,Age00,[0],91.00000000,58.33333333,,262.74000289,
CSA,Central and South America,BRA,Brazil,1979,All,Age00,[0],124401.00000000,68.72110174,,4945.77187610,
CSA,Central and South America,BRA,Brazil,1981,All,Age00,[0],117317.00000000,67.90710866,,4356.20660210,
CSA,Central and South America,BRA,Brazil,1982,All,Age01_04,[1-4],11285.00000000,41.58835452,,76.87277335,
CSA,Central and South America,BRA,Brazil,1983,Female,Age01_04,[1-4],5835.00000000,42.60679080,,79.68481141,
CSA,Central and South America,BRA,Brazil,1984,All,Age01_04,[1-4],13591.00000000,42.60368014,,88.87828037,
CSA,Central and South America,BRA,Brazil,1980,Female,Age00,[0],51460.00000000,65.55915102,,4031.33568350,
CSA,Central and South America,BRA,Brazil,1984,Female,Age00,[0],44473.00000000,66.03560663,,3756.48281100,
CSA,Central and South America,BRA,Brazil,1985,All,Age00,[0],88234.00000000,67.71188262,,3544.67298730,
CSA,Central and South America,BLZ,Belize,1996,Female,Age01_04,[1-4],2.00000000,14.28571429,,15.67520966,
CSA,Central and South America,BLZ,Belize,1964,All,Age01_04,[1-4],61.00000000,69.31818182,,402.29506034,
CSA,Central and South America,BLZ,Belize,1997,All,Age01_04,[1-4],9.00000000,36.00000000,,33.49460365,
CSA,Central and South America,BLZ,Belize,1971,Female,Age00,[0],38.00000000,67.85714286,,1583.33333330,
CSA,Central and South America,BLZ,Belize,2000,Female,Age01_04,[1-4],6.00000000,28.57142857,,40.88586031,
CSA,Central and South America,BLZ,Belize,1995,Female,Age00,[0],14.00000000,56.00000000,,583.33333333,
CSA,Central and South America,BRA,Brazil,1988,All,Age00,[0],80368.00000000,67.08962201,,2284.48241560,
CSA,Central and South America,BLZ,Belize,2002,Female,Age00,[0],59.00000000,77.63157895,,1581.76943700,
CSA,Central and South America,BLZ,Belize,2005,Male,Age01_04,[1-4],7.00000000,33.33333333,,44.78280340,
CSA,Central and South America,BLZ,Belize,2008,Female,Age01_04,[1-4],5.00000000,29.41176471,,33.25352487,
CSA,Central and South America,BLZ,Belize,2009,Female,Age00,[0],41.00000000,67.21311475,,1166.42958750,
CSA,Central and South America,BRA,Brazil,1980,All,Age00,[0],119354.00000000,66.45878691,,4608.44048030,
CSA,Central and South America,BRA,Brazil,1981,Female,Age00,[0],49958.00000000,66.80305948,,3771.83842960,
CSA,Central and South America,BRA,Brazil,1987,Female,Age00,[0],35306.00000000,65.89767997,,1992.48290030,
CSA,Central and South America,BRA,Brazil,1988,Female,Age01_04,[1-4],3649.00000000,38.42265979,,50.69677148,
CSA,Central and South America,BRA,Brazil,1989,All,Age01_04,[1-4],7088.00000000,37.81275007,,48.85905019,
EU,Europe,BIH,Bosnia and Herzegovina,2014,Male,Age01_04,[1-4],4.00000000,33.33333333,,5.75498166,
CSA,Central and South America,BLZ,Belize,1995,Female,Age01_04,[1-4],9.00000000,42.85714286,,65.21739130,
CSA,Central and South America,BRA,Brazil,1982,Female,Age00,[0],48952.00000000,69.17935021,,3533.41995090,
CSA,Central and South America,BRA,Brazil,1983,All,Age00,[0],105937.00000000,68.79249326,,4142.69513530,
CSA,Central and South America,BLZ,Belize,1999,Female,Age01_04,[1-4],4.00000000,30.76923077,,28.01905296,
CSA,Central and South America,BRA,Brazil,1985,Female,Age01_04,[1-4],4692.00000000,39.12608406,,60.60684346,
CSA,Central and South America,BLZ,Belize,2002,Female,Age01_04,[1-4],3.00000000,27.27272727,,19.89521852,
CSA,Central and South America,BRA,Brazil,1986,All,Age01_04,[1-4],9746.00000000,39.62110741,,68.72188298,
CSA,Central and South America,BRA,Brazil,1986,Female,Age00,[0],37372.00000000,65.53501911,,2865.51142460,
CSA,Central and South America,BRA,Brazil,1987,All,Age00,[0],82238.00000000,66.93035785,,2279.08874140,
CSA,Central and South America,BRA,Brazil,1987,Male,Age00,[0],46932.00000000,67.72880769,,2555.62731360,
CSA,Central and South America,BRA,Brazil,1987,Female,Age01_04,[1-4],3840.00000000,39.25176326,,53.05177577,
CSA,Central and South America,BRA,Brazil,1988,All,Age01_04,[1-4],7687.00000000,37.60579228,,52.56951544,
CSA,Central and South America,BLZ,Belize,1998,Female,Age00,[0],48.00000000,65.75342466,,1335.18776080,
CSA,Central and South America,BRA,Brazil,1988,Female,Age00,[0],34378.00000000,66.16879992,,1991.40021880,
CSA,Central and South America,BRA,Brazil,1989,All,Age00,[0],71466.00000000,68.25527200,,2077.08941260,
CSA,Central and South America,BRA,Brazil,1989,Male,Age00,[0],40953.00000000,69.01299270,,2335.63495820,
CSA,Central and South America,BRA,Brazil,1993,Female,Age01_04,[1-4],2753.00000000,39.02750213,,40.28729392,
EU,Europe,BEL,Belgium,1970,Female,Age01_04,[1-4],49.00000000,22.68518519,,17.30225989,
EU,Europe,BEL,Belgium,1956,All,Age01_04,[1-4],265.00000000,34.86842105,,47.13625045,
EU,Europe,BEL,Belgium,1964,Male,Age00,[0],1557.00000000,66.22713739,,1926.98019800,
EU,Europe,BEL,Belgium,1964,Male,Age01_04,[1-4],46.00000000,15.28239203,,14.55235685,
EU,Europe,BEL,Belgium,1965,All,Age00,[0],2402.00000000,65.20086862,,1537.77208710,
EU,Europe,BEL,Belgium,1965,All,Age01_04,[1-4],111.00000000,18.59296482,,17.79701780,
NAC,North America and the Caribbean,BRB,Barbados,2004,Male,Age00,[0],6.00000000,66.66666667,,328.22757112,
EU,Europe,BEL,Belgium,1974,All,Age00,[0],1203.00000000,55.97952536,,934.00621118,
NAC,North America and the Caribbean,BRB,Barbados,2004,Male,Age01_04,[1-4],0.00000000,,,0.00000000,
EU,Europe,BEL,Belgium,1971,Male,Age00,[0],1036.00000000,61.08490566,,1455.05617980,
EU,Europe,BEL,Belgium,1977,All,Age01_04,[1-4],34.00000000,10.82802548,,6.83691936,
EU,Europe,BEL,Belgium,1971,Male,Age01_04,[1-4],53.00000000,17.78523490,,18.21931935,
EU,Europe,BEL,Belgium,1972,All,Age00,[0],1523.00000000,59.37621832,,1118.20851690,
EU,Europe,BEL,Belgium,1972,All,Age01_04,[1-4],82.00000000,16.30218688,,14.58815157,
EU,Europe,BLR,Belarus,1986,Female,Age00,[0],534.00000000,57.85482124,,652.01465201,
EU,Europe,BLR,Belarus,1986,Female,Age01_04,[1-4],77.00000000,29.72972973,,23.98753894,
EU,Europe,BEL,Belgium,1979,All,Age00,[0],824.00000000,54.17488494,,680.99173554,
EU,Europe,BEL,Belgium,1979,All,Age01_04,[1-4],39.00000000,12.26415094,,8.15899582,
NAC,North America and the Caribbean,BRB,Barbados,2009,Female,Age00,[0],11.00000000,55.00000000,,655.93321407,
CSA,Central and South America,BRA,Brazil,1985,Female,Age00,[0],37850.00000000,66.99470768,,3092.32026140,
CSA,Central and South America,BRA,Brazil,1988,Male,Age00,[0],45990.00000000,67.79486121,,2566.86605130,
CSA,Central and South America,BRA,Brazil,1986,All,Age00,[0],88046.00000000,66.80171773,,3325.62795090,
CSA,Central and South America,BRA,Brazil,1986,Female,Age01_04,[1-4],4648.00000000,40.39631497,,65.87675038,
CSA,Central and South America,BRA,Brazil,1987,All,Age01_04,[1-4],8068.00000000,38.23153106,,54.89066057,
CSA,Central and South America,BRA,Brazil,1991,Female,Age00,[0],25199.00000000,67.12036864,,1519.00763870,
CSA,Central and South America,BRA,Brazil,1992,Male,Age00,[0],33431.00000000,68.64540769,,1923.98556390,
CSA,Central and South America,BRA,Brazil,1989,Female,Age00,[0],30513.00000000,67.26406984,,1808.40818240,
CSA,Central and South America,BRA,Brazil,1990,All,Age00,[0],65440.00000000,68.51925533,,1928.84438820,
CSA,Central and South America,BRA,Brazil,1990,Male,Age00,[0],37415.00000000,69.18965900,,2163.01808520,
CSA,Central and South America,BLZ,Belize,2012,All,Age00,[0],85.00000000,75.22123894,,1123.15010570,
CSA,Central and South America,BRA,Brazil,1992,Female,Age01_04,[1-4],2633.00000000,38.13731170,,38.36122815,
CSA,Central and South America,BRA,Brazil,1990,Female,Age01_04,[1-4],3260.00000000,38.97190675,,46.04817656,
CSA,Central and South America,BRA,Brazil,1999,Male,Age00,[0],27568.00000000,71.45300918,,1513.53108210,
CSA,Central and South America,BRA,Brazil,2001,All,Age00,[0],44024.00000000,71.08326740,,1270.34803280,
CSA,Central and South America,BRA,Brazil,1991,All,Age01_04,[1-4],5532.00000000,36.28730731,,39.16868918,
CSA,Central and South America,BRA,Brazil,1993,All,Age01_04,[1-4],6023.00000000,38.54473314,,43.27145723,
CSA,Central and South America,BRA,Brazil,1989,Female,Age01_04,[1-4],3360.00000000,38.63401173,,47.07191005,
CSA,Central and South America,BRA,Brazil,1990,All,Age01_04,[1-4],6901.00000000,38.71311567,,47.94303803,
CSA,Central and South America,BRA,Brazil,1990,Female,Age00,[0],28025.00000000,67.64421916,,1685.26217930,
CSA,Central and South America,BRA,Brazil,1991,All,Age00,[0],58559.00000000,67.79623734,,1729.59750430,
CSA,Central and South America,BRA,Brazil,1991,Male,Age00,[0],33360.00000000,68.31585845,,1931.90721980,
CSA,Central and South America,BRA,Brazil,1992,Male,Age01_04,[1-4],2880.00000000,36.32236095,,40.49144239,
CSA,Central and South America,BRA,Brazil,1992,All,Age01_04,[1-4],5513.00000000,37.16712735,,39.44535241,
CSA,Central and South America,BRA,Brazil,1992,Female,Age00,[0],25006.00000000,67.37074656,,1498.48599340,
CSA,Central and South America,BRA,Brazil,1993,Male,Age00,[0],34415.00000000,67.98293266,,1957.85505790,
CSA,Central and South America,BRA,Brazil,1994,All,Age01_04,[1-4],6027.00000000,39.00970874,,43.37749388,
CSA,Central and South America,BRA,Brazil,1994,Male,Age01_04,[1-4],3221.00000000,38.80255391,,45.52962288,
CSA,Central and South America,BRA,Brazil,1997,Female,Age01_04,[1-4],2188.00000000,38.67090845,,32.03050100,
CSA,Central and South America,BRA,Brazil,2001,All,Age01_04,[1-4],3713.00000000,33.97072278,,26.62370353,
CSA,Central and South America,BRA,Brazil,1991,Female,Age01_04,[1-4],2572.00000000,36.81649012,,37.06043329,
CSA,Central and South America,BLZ,Belize,2012,All,Age01_04,[1-4],2.00000000,12.50000000,,6.65579553,
CSA,Central and South America,BRA,Brazil,2000,All,Age01_04,[1-4],3920.00000000,34.77952267,,28.22047650,
CSA,Central and South America,BRA,Brazil,2000,Female,Age00,[0],19376.00000000,68.24697968,,1119.51854230,
NAC,North America and the Caribbean,BRB,Barbados,2009,Female,Age01_04,[1-4],1.00000000,33.33333333,,14.07855836,
EU,Europe,BEL,Belgium,1979,Female,Age00,[0],349.00000000,52.32383808,,592.52971138,
EU,Europe,BEL,Belgium,1979,Female,Age01_04,[1-4],26.00000000,15.02890173,,11.13490364,
EU,Europe,BEL,Belgium,1980,All,Age01_04,[1-4],47.00000000,15.01597444,,9.85738255,
NAC,North America and the Caribbean,BRB,Barbados,1995,Female,Age00,[0],21.00000000,70.00000000,,1050.00000000,
EU,Europe,BEL,Belgium,1985,Female,Age01_04,[1-4],7.00000000,7.95454545,,3.02637268,
EU,Europe,BEL,Belgium,1986,Male,Age00,[0],252.00000000,36.57474601,,421.40468227,
EU,Europe,BEL,Belgium,1986,Male,Age01_04,[1-4],14.00000000,13.46153846,,5.90468157,
EU,Europe,BEL,Belgium,1986,Female,Age01_04,[1-4],12.00000000,10.25641026,,5.33570476,
NAC,North America and the Caribbean,BRB,Barbados,1995,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,BEL,Belgium,1972,Female,Age00,[0],650.00000000,59.19854281,,981.87311178,
EU,Europe,BEL,Belgium,1972,Female,Age01_04,[1-4],37.00000000,16.81818182,,13.48888079,
EU,Europe,BEL,Belgium,1955,Female,Age00,[0],1763.00000000,69.68379447,,2483.09859150,
EU,Europe,BEL,Belgium,1989,Male,Age01_04,[1-4],8.00000000,8.42105263,,3.32502078,
EU,Europe,BEL,Belgium,1991,Male,Age00,[0],235.00000000,39.03654485,,368.33855799,
EU,Europe,BEL,Belgium,1991,Female,Age01_04,[1-4],6.00000000,8.00000000,,2.54668930,
EU,Europe,BEL,Belgium,1955,Female,Age01_04,[1-4],162.00000000,44.02173913,,59.73451327,
EU,Europe,BEL,Belgium,1985,All,Age01_04,[1-4],15.00000000,7.31707317,,3.15855970,
CSA,Central and South America,BRA,Brazil,2003,All,Age00,[0],40988.00000000,71.26860481,,1253.03951040,
CSA,Central and South America,BRA,Brazil,2003,Male,Age00,[0],23224.00000000,72.24762794,,1391.15933340,
CSA,Central and South America,BRA,Brazil,1995,Male,Age00,[0],32423.00000000,71.19675011,,1802.23195950,
CSA,Central and South America,BRA,Brazil,2004,All,Age01_04,[1-4],3254.00000000,34.36839882,,24.15998932,
CSA,Central and South America,BRA,Brazil,1995,Female,Age01_04,[1-4],2512.00000000,39.40392157,,36.92917992,
CSA,Central and South America,BRA,Brazil,2005,All,Age00,[0],37211.00000000,72.19268974,,1206.23152090,
CSA,Central and South America,BRA,Brazil,1996,Female,Age00,[0],22694.00000000,70.20572312,,1303.08459080,
CSA,Central and South America,BRA,Brazil,2001,Male,Age01_04,[1-4],1944.00000000,32.72727273,,27.33969572,
CSA,Central and South America,BRA,Brazil,2001,Unknown,Age00,[0],298.00000000,78.42105263,,,
CSA,Central and South America,BLZ,Belize,2008,Male,Age00,[0],25.00000000,65.78947368,,677.69043101,
CSA,Central and South America,BRA,Brazil,1998,Male,Age01_04,[1-4],2642.00000000,38.49067599,,37.18482448,
CSA,Central and South America,BRA,Brazil,1998,All,Age01_04,[1-4],4951.00000000,39.04882088,,35.51928171,
CSA,Central and South America,BRA,Brazil,1999,All,Age01_04,[1-4],4539.00000000,37.68055786,,32.59594961,
CSA,Central and South America,BRA,Brazil,1999,Male,Age01_04,[1-4],2410.00000000,36.66514529,,33.95017467,
CSA,Central and South America,BLZ,Belize,2012,Male,Age01_04,[1-4],1.00000000,11.11111111,,6.52273172,
CSA,Central and South America,BRA,Brazil,2002,Female,Age00,[0],17997.00000000,70.78466077,,1088.94272660,
CSA,Central and South America,BRA,Brazil,2005,Male,Age00,[0],21111.00000000,72.98278365,,1340.37159110,
EU,Europe,BEL,Belgium,1993,Female,Age00,[0],146.00000000,37.92207792,,244.55611390,
EU,Europe,BEL,Belgium,1994,Male,Age00,[0],218.00000000,42.66144814,,361.52570481,
EU,Europe,BEL,Belgium,1994,Male,Age01_04,[1-4],14.00000000,13.72549020,,5.47516621,
EU,Europe,BEL,Belgium,1985,All,Age00,[0],498.00000000,44.46428571,,437.99472296,
EU,Europe,BEL,Belgium,1997,Male,Age00,[0],152.00000000,42.45810056,,258.31888787,
EU,Europe,BEL,Belgium,1988,All,Age00,[0],438.00000000,40.74418605,,372.76595745,
EU,Europe,BEL,Belgium,1988,All,Age01_04,[1-4],23.00000000,11.73469388,,4.94730049,
EU,Europe,BEL,Belgium,1998,Unknown,Age00,[0],0.00000000,0.00000000,,,
EU,Europe,BEL,Belgium,2000,Female,Age00,[0],116.00000000,45.31250000,,208.34830088,
EU,Europe,BEL,Belgium,2001,Female,Age00,[0],101.00000000,45.29147982,,181.27972718,
EU,Europe,BEL,Belgium,2001,Female,Age01_04,[1-4],9.00000000,13.84615385,,3.97433463,
EU,Europe,BEL,Belgium,2002,All,Age00,[0],237.00000000,46.65354331,,211.06816522,
EU,Europe,BEL,Belgium,1984,Male,Age00,[0],262.00000000,38.02612482,,425.32467532,
EU,Europe,BEL,Belgium,1997,Male,Age01_04,[1-4],6.00000000,8.45070423,,2.45201208,
EU,Europe,BEL,Belgium,2002,Female,Age01_04,[1-4],5.00000000,9.61538462,,2.21142066,
EU,Europe,BEL,Belgium,1984,Male,Age01_04,[1-4],24.00000000,15.38461538,,9.59232614,
NAC,North America and the Caribbean,BRB,Barbados,2008,Female,Age00,[0],10.00000000,55.55555556,,582.75058275,
EU,Europe,BEL,Belgium,2003,Male,Age00,[0],150.00000000,52.81690141,,262.14610276,
EU,Europe,BEL,Belgium,2003,Male,Age01_04,[1-4],13.00000000,22.03389831,,5.53252700,
EU,Europe,BLR,Belarus,2001,Female,Age00,[0],152.00000000,42.69662921,,340.59334947,
EU,Europe,BLR,Belarus,2001,Female,Age01_04,[1-4],9.00000000,10.11235955,,5.07127965,
EU,Europe,BEL,Belgium,1963,All,Age00,[0],2768.00000000,63.95563771,,1790.42690820,
EU,Europe,BEL,Belgium,1963,All,Age01_04,[1-4],133.00000000,20.94488189,,21.62601626,
EU,Europe,BEL,Belgium,1966,Male,Age01_04,[1-4],71.00000000,21.00591716,,22.10460772,
EU,Europe,BLR,Belarus,2003,Female,Age00,[0],113.00000000,40.94202899,,264.14829706,
EU,Europe,BLR,Belarus,2003,Female,Age01_04,[1-4],8.00000000,9.75609756,,4.51765556,
EU,Europe,BLR,Belarus,2007,Male,Age00,[0],160.00000000,51.77993528,,311.47796293,
EU,Europe,BLR,Belarus,2007,Male,Age01_04,[1-4],9.00000000,9.37500000,,4.89707971,
EU,Europe,BLR,Belarus,2009,All,Age00,[0],248.00000000,48.53228963,,229.25814652,
EU,Europe,BLR,Belarus,2009,All,Age01_04,[1-4],15.00000000,9.61538462,,3.84639055,
EU,Europe,BLR,Belarus,2009,Female,Age00,[0],107.00000000,50.95238095,,203.99603447,
EU,Europe,BLR,Belarus,2009,Female,Age01_04,[1-4],3.00000000,4.91803279,,1.56989979,
